Asin,Brand,Title,Price,keywords,Categories,Bestsellers_rank,Rating,Ratings_total,Bundles,Frequently_bought_together,Newer_model,Color,Connectivity_Technology,Printing_Technology,Printer_Output,Maximum_Print_Speed_Color,Weight,Depth,Width,Height,Special_Feature,TotalNo_Special_Feature
B01997163Y,Hammermill,Hammermill Printer Paper  Premium Multipurpose Paper 24 lb  8 5 x 11 1 Pallet  160 000 Sheets    97 Bright  Made in the USA  105810P Pallet   160k Sheets 24 lb,93.17,13,Office Products,0,4.8,7224,0,0,0,yellow white,bluetooth,other,Color,0,963900,7.839467456,7.963402367,5.807751479,['Smooth'],1
B0BN37YWK9,Entina,Tina2S 3D Printers with Wi Fi Cloud Printing  Fully Assembled and Auto Leveling Mini 3D Printer for Beginners  High Precision Printer with Smart Control and Heated Spring Steel Build Plate Wi Fi MicroSD Card USB,209,24,Electronics,12995,4.2,674,8,2,0,other,bluetooth,other,Color,0,2993.76,4.45,3.27,3.27,"['11.3""D x 8.3""W x 8.3""H']",1
B00191TTGA,HP,HP 564 Black Ink Cartridge   Works with DeskJet 3500  OfficeJet 4620  PhotoSmart B8550  C6300  D5400  D7560  5510  5520  6510  6520  7510  7520  Plus  Premium  eStation Series   CB316WN,20.89,24,Office Products,2480,4.4,9664,0,0,0,white,bluetooth,Inkjet,Color,0,9.072,4,3,2,['250'],1
B0CJF6H4SV,Rhomba,Printer Ink 67 67xl 67 XL Replacement for HP Ink 67 HP Printer Ink 67 HP 67 Ink Cartridges Black Color Combo Pack Deskjet 4100 2700 Ink Cartridges  1 Black  1 Tri Color  2 Pack ,25.9,16,Electronics,19742,4.1,123,0,2,0,other,bluetooth,other,Color,0,150.255,2.5,2.5,2.5,['600'],1
B0C33ZZYSD,Abfray,Abfray PG 275 XL Multi Value Pack Compatible for PIXMA TS3520 TS3522 TR4720 TR4722 Printers  Replacement 275 PG 275 XL PG275 275XL High Yield Black Ink Cartridge for Printer,93.17,21,Electronics,0,4.6,393,0,0,0,black,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['Printer'],1
B00E58RQ8M,Canon,Canon PG 245 XL Black printer Ink Cartridge Compatible to iP2820  MG2420  MG2924  MG2920  MX492  MG3020  MG2525  TS3120  TS302  TS202  TR4520 1 Count  Pack of 1  PG 245XL,29,17,All Departments,265,4.7,30858,0,2,0,black,bluetooth,Inkjet,Color,0,45.36,1,1,1,['300'],1
B0B6TZT6B8,Ubinki,Ubinki Compatible Ink Cartridge Replacement for Canon 245XL 246XL  Black Color 2 Pack  245 246 PG245 CL246 XL to MX490 TR4520 TS3322 TR4522 TR4500 TS3122 TS3300 MX492 MG2522 TS3320 TS3100 Printer,29.49,24,Electronics,0,4.5,1151,0,2,0,black,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['600'],1
B003YT6RNS,HP,HP 61 Black Tri color Ink  2 Count   pack    Works with DeskJet 1000  1010  1050  1510  2050  2510  2540  3000  3050  3510  ENVY 4500  5530  OfficeJet 2620  4630   Eligible for Instant Ink   CR259FN,54.89,25,Office Products,197,4.7,36791,0,0,0,white,bluetooth,Inkjet,Color,0,45.36,5,16.2,12.5,['170'],1
B0B741ZK1H,Ubinki,Ubinki Remanufactured Ink Cartridge Replacement for HP 65XL 65 Ink  Black 2 Pack  HP65 XL HP65XL for 5000 5055 3755 3700 3772 3722 2600 3752 2652 2655 2622 2640 5052 5010 5070 5014 Printer,23.99,26,Electronics,0,4.4,162,0,2,0,black,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['Printer'],1
B0BN51TTX2,JINTUM,Remanufactured Ink Cartridge Replacement for Canon 275XL 275 PG 275XL Ink Cartridges for Canon PIXMA TS3522 TR4720 TS3520 Printer  2 Black ,37.99,14,Electronics,54303,4.2,72,0,2,0,other,bluetooth,other,Color,0,108.864,7.839467456,7.963402367,5.807751479,['450'],1
B0BZ3JNGHQ,CKMY,Compatible Ink Cartridge Replacement for Canon 260 261 PG 260 XL CL 261 XL  Tri color  Black  2 Pack,52.99,9,Electronics,11653,4.2,129,0,2,0,other,bluetooth,other,Color,0,130.41,7.839467456,7.963402367,5.807751479,['600'],1
B0C8NJN3ND,Abfray,61XL Black Ink Cartridge High Yield Compatible for HP 61 XL Ink Work with HP Envy 4500 4502 5530 5535 5534 Officejet 4630 4635 Deskjet 1000 1010 1510 Printer Remanufactured  2 Pack ,24.99,24,Electronics,6378,4.4,363,0,2,0,black,bluetooth,other,Color,0,108.864,7.839467456,7.963402367,5.807751479,['Printer'],1
B0BPGJLJPH,WEKVA,245XL Black and The 246XL Color Replacement for Canon 245XL 246XL Combo Pack Work for Canon Pixma MX490 MX492 MG2522 MG3022 MG2520 TS3100 TS3122 TS3300 TS3322 TR4522 Printer  1 Black 1 Color ,35.99,26,Electronics,1908,4.7,1036,0,2,0,other,bluetooth,other,Color,0,99.792,3.94,3.94,3.94,['500'],1
B0BVLFFHLN,Relcolor,Remanufactured Ink Cartridge Replacement for HP 63XL 63 XL  Black and Color 2 Pack  for 3830 4650 4652 4655 5200 5252 5255 5258 4520 4512 1112 2132 3630 3632 Printers,29.99,22,Electronics,5497,4.4,444,1,2,0,other,bluetooth,other,Color,0,108.864,4.33,1.57,2.76,['700'],1
B0BZ3BBQ89,WEKVA,WEKVA 63XL Ink Cartridge Combo Pack Replacement for HP Ink 63 63XL Works for HP OfficeJet 3830 4650 4655 5255 5258 5200 3833 Envy 4520 4512 DeskJet 1112 2130 3630 3633 Printer  1 Black 1 Tri Color  63XL 1B  63XL 1Color,33.97,27,Electronics,518,4.5,2149,0,2,0,other,bluetooth,other,Color,0,119.07,4,10,1,['700'],1
B0CF53TN6W,UTEFUL,UTEFUL 910XL Ink Cartridges Combo Pack Compatible for HP 910 XL Work with HP OfficeJet 8010 8015 8018 8022 OfficeJet Pro 8020 8025 8028 8035  Black  Cyan  Magenta  Yellow  4 Pack ,29.99,23,Electronics,0,3.3,730,0,2,0,other,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['825'],1
B0BB6R11WJ,Axlio,PG 240XL CL 241XL Compatible Ink Cartridges Replacement for Canon 240 241  240XL 241XL Combo Pack Use to Canon MG3620 TS5120 MG3520 MG2120 MX452 MX512 MX532 Printer  2 Pack ,49.99,19,Office Products,4489,4.4,1426,0,2,0,other,bluetooth,other,Color,0,141.75,2.76,3.07,3.07,['Printer'],1
B0BWMMDYR4,Ankink,Ankink Remanufactured Ink Cartridge Replacement for Epson 410XL 410 XL T410XL  Black and Tricolor 5 Pack  to use with XP 7100 XP 830 XP 640 XP 630 XP 530 XP 635 XP7100 Printer,25.49,19,Electronics,8675,4.3,184,0,2,0,other,bluetooth,other,Color,0,181.44,3.15,4.33,2.56,['500'],1
B098DGNVVG,JADENS,JADENS Thermal Shipping Label Printer for Shipping Packages Postage  Bluetooth  Wireless Printer for iPhone  Android PC  Compatible with Amazon  Ebay  USPS  4x6 Label Maker Machine,93.17,20,Electronics,104464,4.1,538,0,0,0,black,usb,Thermal,Color,162,1970,10.63,7.48,7.09,"['Network-Ready', ' Email Print']",2
B0BWRFT9BT,Canon,Canon PIXMA MG2522 All in One Color Inkjet Personal Printer  3 in 1 Print  Scanner   Copier  Home Business Office  White   Accessories,69,17,Electronics,0,3.8,12,0,2,0,white,usb,Inkjet,Color,4,3447.36,7.839467456,7.963402367,5.807751479,['Network Ready'],1
B08XYRDSL7,HP,HP DeskJet 4155e Wireless Color Inkjet Printer  Print  scan  copy  Easy setup  Mobile printing  Best for home  Instant Ink with HP  white,59.99,18,Electronics,148,4.1,22590,0,2,0,white,usb,Inkjet,Color,5.5,4808.16,13.07,16.85,7.87,"['Network-Ready', ' Energy Star Certified', ' Decal-Printing', ' Cloud Print Enabled']",4
B09CDXKNB9,Canon,Canon PIXMA TR4720 All in One Wireless Printer for Home use  with Auto Document Feeder  Mobile Printing and Built in Fax  Black PIXMA TR4720 BK Printer Printer,79,15,Electronics,570,4.1,8528,0,0,0,black,usb,Inkjet,Color,4.4,5760.72,11.7,17.2,7.5,"['Borderless Printing', ' High Print Quality', ' Compact', ' Double Sided Scanning', ' Auto Document Feeder', ' Auto-Duplex See more']",6
B0BPW1MDWY,HP,HP OfficeJet Pro 9015e Wireless Color All in One Printer with 6 Months Free Ink  1G5L3A   Renewed Premium   Gray,159.99,13,Electronics,195,3.9,120,0,2,0,gray,wi-fi usb ethernet,Inkjet,Color,18,10478.16,13.48,17.3,10.94,"['Auto-Duplex', ' Network-Ready', ' Eligible for 6 Months of Free Ink with HP+ Enrollment', ' Cloud Print Enabled See more']",4
B0764NWFP8,Brother,Brother Compact Monochrome Laser Printer  HLL2395DW  Flatbed Copy   Scan  Wireless Printing  NFC with Refresh Subscription Free Trial and Amazon Dash Replenishment Ready New Model  HLL2395DW,189.99,20,Office Products,7301,4.5,6636,0,2,0,black,wired wi-fi,Laser,Color,1,10296.72,16.1,15.7,10.7,['Auto-Duplex'],1
B0CLTT1FPB,Itari,Itari Portable Printers Wireless for Travel  Support 8 5  X 11  Letter A4 Roll Paper  Bluetooth Thermal Printer Compatible with iOS  Android   Laptop  Inkless Mobile Printer for Office  Home  School Purple,149.99,23,Electronics,24166,4.5,359,10,2,0,purple,bluetooth usb,Thermal,Color,0,990,4.8,1.42,1.73,"['Support A4/US Letter/2""/3""/4"" Inches', ' Compatible with Android and iOS phone', ' windows 10/11 and macOS laptop See more']",3
B0CDVW5QKW,Elonbo,Elonbo D110 Label Maker Machine Carrying Case  Travel Bag for NIIMBOT JADENS D110 Portable Bluetooth Wireless Label Printer  Small Mini Thermal Sticker Printer Storage Holder  Pocket Fits Tape  Pink Pink Inside Grey White,11.99,26,Electronics,56832,4.4,99,0,0,0,pink inside gray white,bluetooth,Label Maker Machine,Color,1,87.885,6.46,4.1,2.5,['Portable'],1
B0C3L93F2Q,Nelko,Nelko Label Maker Machine with Tape  P21 Bluetooth Label Printer  Wireless Mini Label Makers with Multiple Templates for Organizing Office Home  White,29.99,20,Electronics,123,4.5,2204,32,2,0,white,wireless,Thermal,Color,0,326.592,2.62,1.77,0.75,"['Portable', ' Clear Printing', ' Easy to Use', ' Rechargeable', ' Wireless', ' Inkless', ' Text', ' QR code', ' Barcode', ' Materials', ' Images', ' Time and Borders See more']",12
B00M27V8UK,HP,HP OfficeJet Pro 6230 Wireless Color Printer  Works with Alexa  E3E03A  Black,128.99,10,Office Products,39365,4,1223,0,2,0,black,wi-fi usb ethernet,Inkjet,Color,10,5080.32,15.16,18.27,5.73,['wireless'],1
B0CKVWQLGK,LabelRange,LabelRange Ecommerce Label Printer  Bluetooth Thermal Shipping Label Printer  4x6 Thermal Printer Compatible with Android  iOS  Windows  Amazon  Ebay  Shopify  Etsy  USPS  Pirate Ship  Shippo Bluetooth USB,89.99,23,Electronics,3301,4.4,1882,0,2,0,white black orange,bluetooth usb,Thermal,Color,150,1179.36,4.1,8.7,3.6,"['203dpi thermal technology for high quality print', ' 150mm/s high print speed', ' Bluetooth and USB connection', ' ""Rekdom Printer"" app made for an easier print', ' No ink no toner required', ' Auto label identification See more']",6
B0CFD1F21L,Brother,Brother HL L3300CDW Wireless Digital Color Multi Function Printer with Laser Quality Output  Copy   Scan  Duplex  Mobile   Includes 4 Month Refresh Subscription Trial ¬π Amazon Dash Replenishment Ready,339.99,24,Electronics,12635,4.6,20,0,2,0,white,wi-fi usb,Laser,Color,19,18506.88,16.1,17.5,14,"['Auto-Duplex', ' Network-Ready']",2
B0CF53TN6W,UTEFUL,UTEFUL 910XL Ink Cartridges Combo Pack Compatible for HP 910 XL Work with HP OfficeJet 8010 8015 8018 8022 OfficeJet Pro 8020 8025 8028 8035  Black  Cyan  Magenta  Yellow  4 Pack ,29.99,23,Electronics,4375,3.3,730,0,2,0,other,bluetooth,other,Color,0,198.45,7.839467456,7.963402367,5.807751479,['825'],1
B08QR6P8KV,HP,HP OfficeJet Pro 9015e Wireless Color All in One Printer with bonus 6 months Instant ink with HP   1G5L3A  Gray Old Version,93.17,13,Electronics,3802,4.1,6186,0,0,0,gray,wired wireless,Inkjet,Color,18,9267.048,13.48,17.3,10.94,"['Wireless', ' Scan To Email', ' Auto-Duplex', ' Double Sided Scanning', ' Auto-Document Feeder']",5
B08ZJ13N9S,Ankink,Ankink Remanufactured Ink Cartridge Replacement for HP Ink 63 63XL  Black and Color 2 Pack  Work with 3830 4650 4652 4655 5200 5252 5255 5258 4520 4512 1112 2132 3630 3632 Printers BK Tricolor,93.17,26,Electronics,0,4.4,3460,0,2,0,other,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['720'],1
B08XZR12TR,Canon,Canon PIXMA TS3520 Compact Wireless All in One Printer  White TS3520   White,59,8,Electronics,2937,4.1,3513,0,0,0,white,wi-fi usb,Inkjet,Color,4,3946.32,12.9,17.2,5.8,['Wireless'],1
B09NS5HDWY,HP,HP ENVY Inspire 7255e Wireless Color Thermal Inkjet Printer  Print  scan  copy  Easy setup Mobile printing  Best for home  Instant Ink with HP  New,129.99,18,Electronics,7875,4.1,1743,0,0,0,white,wireless,Thermal Inkjet,Color,10,6894.72,15.08,18.11,7.5,"['Inkjet Wireless Printer', ' Auto-Duplex', ' Mobile Printing Capability', ' Print', ' copy', ' scan', ' All-in-One Printer See more']",7
B0BDCZKJLS,Epson,Epson Expression Home XP 4200 Wireless Color All in One Printer with Scan  Copy  Automatic 2 Sided Printing  Borderless Photos and 2 4  Color Display Black,78.99,20,Electronics,2546,3.9,1364,0,2,0,black,wi-fi usb,Inkjet,Color,5,4309.2,22.7,14.8,9.5,"['Auto-Duplex', ' Energy Star']",2
B0BVW1ZMR8,Memoqueen,Phomemo Bluetooth Thermal Label Printer 4X6   Wireless Shipping Label Printer for Shipping Packages   Small Business  Compatible with iOS   Android  for USPS  Etsy Amazon ShopifyÔº Pink and White,93.17,21,Electronics,0,4.3,117,0,2,0,pink,bluetooth usb,Thermal,Color,0,0,1.97,2.76,2.36,"['‚\x9c\x85Thermal Printing', ' ‚\x9c\x85Bluetooth and Usb Connection', ' ‚\x9c\x85IOS & Android Phone/Pad', ' Mac OS', ' Windows', ' Chrome OS', ' Linux', ' ‚\x9c\x85High Speed Shipping Label Printer', ' ‚\x9c\x85Lower Cost ‚\x9c\x85Stylish ‚\x9c\x85Compact See more']",9
B085VMW9YD,Canon,Canon PIXMA TR150 Wireless Portable Printer New,199,6,Electronics,1283,4.5,3566,0,2,0,black,wi-fi usb,Inkjet,Color,5.5,2041.2,7.3,12.7,2.6,"['portable', 'wireless']",2
B08VDS4Y5H,HP,HP Laserjet MFP M234sdw Wireless Black White All in One Laser Printer  Instant Ink Ready  6GX01F BGJ ,179,10,Electronics,12495,4.2,202,0,0,0,gray,wi-fi,Laser,Color,0,9525.6,4.78,6.48,4.56,"['Auto-Duplex', ' Network-Ready', ' Energy Star Certified', ' Cloud Print Enabled', ' Works with Alexa']",5
B01JUCLLGK,HP,HP OfficeJet Pro 7740 Wide Format All in One Color Printer with Wireless Printing  Works with Alexa  G5J38A   White Black,289.99,15,Electronics,3832,4.2,3910,0,2,0,white black,wired wireless,Inkjet,Color,34,19459.44,18.38,23,15.1,"['Double Sided Scanning', ' Auto-Duplex', ' Energy Star', ' Touch Screen', ' Auto Document Feeder', ' Borderless Printing See more']",6
B0CCVGD5TJ,JADENS,JADENS Portable Printers Wireless for Travel  Support 8 5  X 11  US Letter  Bluetooth Thermal Printer Compatible with iOS  Android   Laptop  Inkless Mobile Printer for Office  Home  School White,139.99,21,Electronics,1129,4.2,864,1,2,0,white,bluetooth,Thermal,Color,0,688,3.94,0.71,1.22,['Wireless'],1
B0BJ194Z43,HP,HP Laserjet Pro MFP 3101fdw Wireless Laser All in One Monochrome Printer,309,7,Electronics,12398,4.5,91,0,0,0,white,usb,Laser,Color,0,12179.16,6.5,4.84,6.18,"['Auto-duplex', ' Works with Alexa']",2
B0C1MHDB9V,POOOLITECH,Portable Printer Wireless Bluetooth Connection  POOOLITECHxHPRT Inkless Mobile Printers Compatible with Phones   PCs  Compact Printers for Travel Home Office Vehicles black,132.99,18,Electronics,0,4.3,1228,0,2,0,black,bluetooth,Thermal,Color,0,1224.72,0.98,4.8,0.63,"['Wireless Bluetooth', ' Inkless Thermal', ' Portable Mobile']",3
B0BB6893LL,Relcolor,Relcolor Compatible Ink Cartridge Replacement for Canon 245XL 246XL  Black Color 2 Pack  245 246 XL PG245 CL246 MX490 MG2522 MX492 TR4520 TR4500 MG2520 TS3300 TS3322 MG2525 TR4522 TS3100 TS3122 TS3320,34.99,25,Electronics,2834,4.4,830,1,2,0,other,bluetooth,other,Color,0,49.896,4.33,1.57,3.15,['Printer'],1
B01MZD55F2,HP,HP LaserJet Pro MFP M227fdn Monochrome All in One Printer with built in Ethernet   2 sided printing   G3Q79A ,199,11,Office Products,77962,4.2,345,0,2,0,white,usb,Laser,Color,35,9072,15.9,12.3,16,['Auto-Duplex'],1
B0BZKG5WY3,Betife,Betife Portable Printers Wireless for Travel M08F Wireless Bluetooth Printer Support 8 5  X 11  US Letter  Inkless Thermal Compact Printer Compatible with Android and iOS Phone   Laptop Black Green Letter Printer,159.99,21,Electronics,11758,4.6,223,2,2,1,black green,bluetooth,Thermal,Color,0,929.88,4.8,1.05,0.63,"['Bluetooth', 'Portable', 'Wireless']",3
B0CGX45TCX,cabaro,Mini Printer Sticker Thermal Printer with 3 Rolls Paper  Bluetooth Portable Phone Printer Study Printer for Pictures  Photos  Journals  DIY  Compatible with Phone   Tablet  GREEN,29.99,21,Electronics,2026,4.4,110,0,2,0,green,bluetooth,üèÜPopular Thermal Printer,Color,120,160,4.3,2.5,2,['Portable'],1
B0BTY4BPZV,Epson,Epson EcoTank ET 2850 Wireless Color All in One Cartridge Free Supertank Inkjet Printer  White   Print Scan Copy   1 44  LCD Display  10 ppm  4800 x 1200 dpi  2 Sided Printing  Voice Activated,259,21,Electronics,28463,4.5,72,0,2,0,white,wi-fi usb,Inkjet,Color,0,5397.84,5.39,5.83,2.91,['Wireless'],1
B09TGB62D8,Canon,Canon PIXMA TR7020a All in One Wireless Color Inkjet Printer  with Duplex Printing  Mobile Printing  and Auto Document Feeder  Black  Works with Alexa Printer TR7020a BK  1 44  OLED Display,99,20,Electronics,2422,4.2,2141,0,0,0,black,wireless,Inkjet,Color,6.8,8210.16,15.9,14.4,8.2,"['Network-Ready', ' Display Screen', ' Auto Document Feeder']",3
B07PDNS5CZ,Epson,Epson Expression Premium XP 6100 Wireless Color Photo Printer with Scanner and Copier  Black  Medium,99.99,13,Electronics,3773,4.1,4643,0,2,0,black,wireless,Inkjet,Color,11.3,6622.56,5.39,7.8,2.2,['Voice Activated Printing'],1
B09ZHG3RW3,ASprink,ASprink Bluetooth Thermal Label Printer  241BT Wireless Shipping Label Printer for Small Business   Packages  Pink Thermal Label Printer Shipping Label Maker  Compatible with iPhone  USPS  Amazon White Pink,119.99,25,Electronics,1042,4.3,1980,10,2,0,white pink,bluetooth,Thermal,Color,0,1365.336,3.41,2.48,1.73,['Portable'],1
B0CPLF5VP5,Brother,Brother HL L2400D Compact Monochrome Laser Printer with Duplex Printing  USB Connection  Black   White Output New  HLL2400D,119.99,13,Electronics,1981,4.4,10876,0,2,0,black,usb,Laser,Color,0,7076.16,5.59,5.51,2.83,"['Auto-Duplex', ' Energy Star', ' Epeat Qualified']",3
B0C2Q1QVWV,Valinkso,Remanufactured Ink Cartridges Replacement for Canon 245XL 246XL Compatible with MX490 MX492 MG2522 TS202 TS302 TR4520 TS3122 MG3022 MG2520 TR4522 TS3120 Printer  1 Black 1 Tri Color 2 Pack ,28.46,23,Office Products,20684,4.6,224,0,2,0,other,bluetooth,other,Color,0,108.864,7.839467456,7.963402367,5.807751479,['400'],1
B00E3FEET6,Epson,EPSON 200 DURABrite Ultra Ink High Capacity Black   Standard Color Cartridge Combo Pack  T200XL BCS  Works with WorkForce WF 2520  WF 2530  WF 2540  Expression XP 200  XP 300  XP 310  XP 400  XP 410  Black and color combo pack Black and color combo pack Multi Pack Ink,57.69,28,Office Products,0,4.6,4889,0,0,0,black,bluetooth,Inkjet,Color,0,0,7.839467456,7.963402367,5.807751479,['Printer'],1
B0B741ZK1H,Ubinki,Ubinki Remanufactured Ink Cartridge Replacement for HP 65XL 65 Ink  Black 2 Pack  HP65 XL HP65XL for 5000 5055 3755 3700 3772 3722 2600 3752 2652 2655 2622 2640 5052 5010 5070 5014 Printer,23.99,26,Electronics,7484,4.4,162,0,2,0,black,bluetooth,other,Color,0,99.792,2.66,1.47,4.23,['Printer'],1
B0CM6HQPQ8,Ubinki,DR820 Drum Unit DR 820 Compatible Replacement for Brother Drum DR820 DR 820 DR 820 for HL L6200DW MFC L5900DW MFC L5850DW HL L5200DW HL L5100DN L5850DW L5900DW L5700DW L6200DW Printer  Black  2 Pack ,49.99,22,Electronics,130236,4.7,4,0,2,0,black,bluetooth,other,Color,0,1388.016,7.839467456,7.963402367,5.807751479,['Printer'],1
B0C6LYRMCN,HPRT,HPRT GT1 Thermal Transfer Inkless Printer for Home Use  Wi Fi Connection Supports 11  x8 5   US Letter 300DPI High Resolution Printer  GT1 White ,139.99,16,Electronics,50387,3.9,123,3,2,0,gt1 white,usb,Thermal,Color,15,2470,5.78,11.63,2.71,"['Portable', ' Remote Control', ' Wi-Fi Connection', ' APP Supported']",4
B0101SI6W4,Canon,Canon PGI 280XL CLI 281 5 Color Pack Compatible to TR8520  TR7520  TS9120 Series TS8120 Series  TS6120 Series Printer   Ink Combo Ink,93.17,13,All Departments,0,4.7,10122,0,0,0,black,bluetooth,Inkjet,Color,0,0,7.839467456,7.963402367,5.807751479,['1200'],1
B0CSR28SS4,HP,HP Envy 6065e All in One Printer,69.99,4,Electronics,1345,5,1,0,2,0,white,bluetooth wi-fi ethernet,Inkjet,Color,5,5220,7.839467456,7.963402367,5.807751479,['Auto-Duplex'],1
B0BSMJM9W1,Canon,Canon Color imageCLASS LBP632Cdw Wireless Mobile Ready Laser Printer  22ppm White,199,11,Electronics,5489,4.1,348,0,2,0,black,wired wireless,Laser,Color,22,16012.08,16.5,17,11.3,"['Auto-Duplex', ' Network-Ready', ' Energy Star', ' Epeat Qualified', ' Display Screen']",5
B0CM3BZ7QF,PRINHSJI,PRINHSJI Pocket Printer for iOS Android Wireless Mini Sticker Printer with 10 Rolls Thermal Paper  Mini Pocket Bluetooth Thermal Printers  Portable Receipt Printer for Photo Journal Notes Memo Purple,27.99,25,Electronics,78581,3.6,18,0,0,0,purple,bluetooth,"Mini,Portable",Color,10,416.6,3.24,3.24,1.57,['Portable'],1
B0CCRQTGGS,Airmall,Embossing Label Maker Omega S Vintage Embossed Label Maker Machine  Old School Label Printer  Protable Handheld Retro Embosser Labeler with 6 Rolls 3D Embossing Label for Home School Kitchen and DIY Blue with Black 3„  Pink„  Lake Blue„  Lake Green,22.99,24,Electronics,0,3.7,220,0,2,0,blue with black 3 pink lake blue lake green,manual,Manual Embossing,Color,5,0,1.97,1.18,1.97,"['Embossing label makerÔº\x8cRetro Label maker', ' Handheld Label Maker', ' Old school Label maker', ' Embossing Label Maker', ' Vintage label maker See more']",5
B08XYRVSRT,HP,HP ENVY 6055e Wireless Color Inkjet Printer  Print  scan  copy  Easy setup  Mobile printing  Best for home  Instant Ink with HP  white New,93.17,17,Electronics,0,4,10497,0,2,0,white,wired wireless,Inkjet,Color,7,5216.4,7.839467456,7.963402367,5.807751479,['auto-duplex'],1
B00HM0IVDY,Canon,Canon Pixma iX6820 Wireless Business Printer with AirPrint and Cloud Compatible  Black,179,11,All Departments,10166,4.2,4079,0,2,0,black,wireless ethernet usb,Inkjet,Color,10.4,8119.44,12.3,23,6.3,"['Quiet Mode', ' AirPrint and Google Cloud Print', ' 5-Color Ink System', ' Auto Power On and Off Settings']",4
B0C6MT1LG2,LabelCreate,T02 Sticker Printer  „  2024 New Upgrade„   Mini Thermal Printer  Sticker Printer Machine  Bluetooth Wireless Portable Printer for Kids Birthday  New Year Gift 1 Printer   1 Paper Green,37.49,18,Electronics,103974,4.4,94,6,2,0,green,bluetooth,T02 Mini Thermal Sticker Printer,Color,0,249.48,1.39,1.35,0.62,"['Attention: Bluetooth connection in APP instead of phone setting system! T02 inkless sticker printer', ' t02 bluetooth mini printer', ' t02 mini pocket sticker printer', ' t02 mini pocket sticker printer', ' t02 portable mini printer sticker maker machine for New Year Gift See more']",5
B0CMVZRPPN,The Yellow Brand,Label Printer  Bluetooth Thermal Printer  4x6 Shipping Label Printer  Thermal Label Printer Desktop or Phone  Compatible with iPhone  Android  Windows  Mac  Chromebook  Amazon  Ebay  UPS USPS,69,22,Electronics,29653,5,4,0,2,0,black and yellow,bluetooth usb,Thermal,Color,0,1043.28,1.57,2.36,0.79,"['Wireless', ' Bluetooth', ' Auto Document Feeder', ' Compact']",4
B084CN3437,Canon,Canon SELPHY QX10 Portable Square Photo Printer for iPhone or Android  Pink Pink Printer,129.99,10,Office Products,0,4.7,102,0,2,0,pink,usb,Dye Sublimation,Color,43,439.992,2.22,1.58,0.48,['Portable'],1
B01997163Y,Hammermill,Hammermill Printer Paper  Premium Multipurpose Paper 24 lb  8 5 x 11 1 Pallet  160 000 Sheets    97 Bright  Made in the USA  105810P Pallet   160k Sheets 24 lb,93.17,13,Office Products,648,4.8,7224,0,0,0,yellow white,bluetooth,other,Color,0,963900,46.5,35,52,['Smooth'],1
B0BHXNP6B1,Epson,Epson EcoTank ET 2803 Wireless Color All in One Cartridge Free Supertank Printer with Scan  Copy and AirPrint Support White EcoTank ET 2803 Printer,199.99,14,Electronics,82,4.4,8388,0,2,0,white,wi-fi usb,Inkjet,Color,5,3991.68,22.8,14.8,10,"['Scanning', ' Refillable Ink Tank']",2
B09BBLN72F,HP,HP ENVY Inspire 7955e Wireless Color Inkjet Printer  Print  scan  copy  Easy setup  Mobile printing  Best for home  Instant Ink with HP  White New,179.99,19,Electronics,5659,4.1,2635,0,0,0,white,wired wireless,Inkjet,Color,10,8119.44,15.08,18.11,9.21,"['Sustainable design made of over 45% recycled plastic', ' True-to-phone color quality prints', ' Dedicated photo tray for seamless printing', ' Automatic document feeder', ' Two-sided photo printing', ' Dynamic security enabled printer See more']",6
B08XZQ8B8V,Canon,Canon PG 275XL Black Ink Cartridge  Compatible to PIXMA TS3520  TS3522 and TR4720 Printers AMR,26.99,10,Office Products,349,4.7,5283,0,0,0,black,bluetooth,Inkjet,Color,0,45.36,1,1,1,['400'],1
B08XYP6BJV,HP,HP DeskJet 2755e Wireless Color inkjet printer  Print  scan  copy  Easy setup  Mobile printing  Best for home  Instant Ink with HP  white,49.89,17,Electronics,12,4.1,41659,0,2,0,white,wireless usb,Inkjet,Color,5.5,3424.68,11.97,16.7,6.06,['auto-document feeder'],1
B09QH11LQF,JADENS,JADENS Bluetooth Thermal Label Printer  Wireless Shipping Label Printer for Small Business   Package  USPS  Etsy  Amazon  Compatible with iPhone  iPad  Mac  Windows  Android  4x6  Label Maker  Pink,99,24,Electronics,5839,4.3,1250,0,2,1,pink,bluetooth usb,Thermal,Color,150,1614.816,2.07,3.35,2.76,['Network-Ready'],1
B0BVLFFHLN,Relcolor,Remanufactured Ink Cartridge Replacement for HP 63XL 63 XL  Black and Color 2 Pack  for 3830 4650 4652 4655 5200 5252 5255 5258 4520 4512 1112 2132 3630 3632 Printers,29.99,22,Electronics,0,4.4,444,0,2,0,other,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['700'],1
